RA,Fase,Turma,Nome,Ano_Nascimento,Idade,Genero,Ano_Ingresso,Instituicao_Ensino,Ano_Referencia,Pedra_20,Pedra_21,Pedra_22,INDE_22,Num_Av,Avaliador1,Avaliador2,Avaliador3,IAA,IEG,IPS,IDA,Mat,Por,Ing,Atingiu_PV,IPV,IAN,Fase_Ideal,Defasagem,Pedra_23,Pedra_23_1,IPP,Pedra_24,Pedra
RA-835,Alfa,Alfa V - G0/G1,Aluno-835,2014,8,M,2022,Publica,2023,,,Ametista,7.263,2.0,Avaliador-11,Avaliador-2,,8.0,8.5,7.52,8.7,8.5,8.9,,,7.835,10.0,Alfa,0,Topazio,,6.875,,
RA-1004,Alfa,Alfa V - G0/G1,Aluno-1004,2014,8,F,2023,Publica,2023,,,,,2.0,Avaliador-11,Avaliador-2,,9.0,9.6,7.52,7.9,6.5,9.2,,,7.42,10.0,Alfa,0,Topazio,,6.875,,
RA-1005,Alfa,Alfa V - G0/G1,Aluno-1005,2015,8,M,2023,Publica,2023,,,,,2.0,Avaliador-11,Avaliador-2,,9.5,7.9,7.52,8.8,8.4,9.2,,,8.165,10.0,Alfa,0,Topazio,,7.5,,
RA-1006,Alfa,Alfa V - G0/G1,Aluno-1006,2015,8,F,2023,Publica,2023,,,,,2.0,Avaliador-11,Avaliador-2,,9.0,9.3,7.52,8.7,8.7,8.6,,,8.0,10.0,Alfa,0,Topazio,,7.5,,
RA-705,Alfa,Alfa V - G0/G1,Aluno-705,2012,10,M,2022,Publica,2023,,,Agata,6.634,2.0,Avaliador-11,Avaliador-2,,0.0,8.3,6.89,8.8,8.9,8.6,,,8.165,5.0,Fase 2,-2,Agata,,7.5,,
RA-1007,Alfa,Alfa V - G0/G1,Aluno-1007,2015,8,M,2023,Publica,2023,,,,,2.0,Avaliador-11,Avaliador-2,,9.0,7.4,7.52,8.3,8.1,8.5,,,7.68,10.0,Alfa,0,Topazio,,7.5,,
RA-1008,Alfa,Alfa V - G0/G1,Aluno-1008,2015,8,M,2023,Publica,2023,,,,,2.0,Avaliador-11,Avaliador-2,,9.0,8.6,7.52,8.4,7.5,9.2,,,7.5,10.0,Alfa,0,Topazio,,5.9375,,
RA-729,Alfa,Alfa V - G0/G1,Aluno-729,2014,9,F,2022,Publica,2023,,,Topazio,8.155,2.0,Avaliador-11,Avaliador-2,,8.0,9.1,3.77,8.6,8.2,8.9,,,7.01,5.0,Fase 1,-1,Ametista,,6.5625,,
RA-1009,Alfa,Alfa Y - G0/G1,Aluno-1009,2015,8,M,2023,Publica,2023,,,,,2.0,Avaliador-11,Avaliador-2,,0.0,9.0,3.77,8.8,8.3,9.2,,,7.84,10.0,Alfa,0,Ametista,,7.5,,
RA-1010,Alfa,Alfa Y - G0/G1,Aluno-1010,2015,8,M,2023,Publica,2023,,,,,2.0,Avaliador-11,Avaliador-2,,9.5,10.0,3.77,9.4,9.0,9.8,,,8.59,10.0,Alfa,0,Topazio,,7.8125,,
RA-1011,Alfa,Alfa Y - G0/G1,Aluno-1011,2015,7,M,2023,Publica,2023,,,,,2.0,Avaliador-11,Avaliador-2,,9.5,8.6,3.77,5.2,5.5,4.8,,,7.675,10.0,Alfa,0,Ametista,,7.1875,,
RA-1012,Alfa,Alfa Y - G0/G1,Aluno-1012,2015,8,F,2023,Publica,2023,,,,,2.0,Avaliador-11,Avaliador-2,,10.0,9.9,3.77,6.6,7.0,6.2,,,7.845,10.0,Alfa,0,Ametista,,7.1875,,
RA-1013,Alfa,Alfa Y - G0/G1,Aluno-1013,2015,7,M,2023,Publica,2023,,,,,2.0,Avaliador-11,Avaliador-2,,9.0,9.6,4.39,8.3,7.0,9.5,,,5.76,10.0,Alfa,0,Ametista,,5.625,,
RA-1014,Alfa,Alfa Y - G0/G1,Aluno-1014,2016,7,F,2023,Publica,2023,,,,,2.0,Avaliador-11,Avaliador-2,,9.0,9.7,3.77,8.2,7.7,8.7,,,8.255,10.0,Alfa,0,Topazio,,7.5,,
RA-1015,Fase 1,1A,Aluno-1015,2013,10,F,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,10.0,9.3,6.27,6.3,5.0,7.6,,,7.786666667,5.0,Fase 2,-1,Ametista,,7.34375,,
RA-734,Fase 1,1A,Aluno-734,2012,11,F,2022,Publica,2023,,,Agata,6.952,3.0,Avaliador-19,Avaliador-4,Avaliador-3,8.5,8.0,7.52,6.9,6.8,7.0,,,7.446666667,5.0,Fase 2,-1,Ametista,,7.34375,,
RA-687,Fase 1,1A,Aluno-687,2013,10,M,2022,Publica,2023,,,Ametista,7.703,3.0,Avaliador-19,Avaliador-4,Avaliador-3,8.0,9.0,7.52,6.9,6.7,7.0,,,8.226666667,5.0,Fase 2,-1,Ametista,,7.5,,
RA-1016,Fase 1,1A,Aluno-1016,2013,10,F,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,10.0,9.5,7.52,6.7,5.8,7.5,,,7.73,5.0,Fase 2,-1,Ametista,,7.34375,,
RA-1017,Fase 1,1A,Aluno-1017,2012,11,M,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,0.0,8.0,5.02,7.7,7.0,8.3,,,8.116666667,5.0,Fase 2,-1,Agata,,7.5,,
RA-688,Fase 1,1A,Aluno-688,2013,10,M,2022,Publica,2023,,,Ametista,7.771,3.0,Avaliador-19,Avaliador-4,Avaliador-3,8.5,9.3,7.52,8.6,8.2,9.0,,,8.06,5.0,Fase 2,-1,Topazio,,7.5,,
RA-1018,Fase 1,1A,Aluno-1018,2013,9,M,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,0.0,8.5,5.02,6.3,5.8,6.8,,,8.06,10.0,Fase 1,0,Agata,,7.5,,
RA-696,Fase 1,1A,Aluno-696,2013,9,F,2021,Publica,2023,,Ametista,Ametista,7.441,3.0,Avaliador-19,Avaliador-4,Avaliador-3,0.0,9.4,5.02,6.7,5.2,8.2,,,8.503333333,10.0,Fase 1,0,Ametista,,7.5,,
RA-1019,Fase 1,1A,Aluno-1019,2015,8,F,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,7.5,9.1,5.02,4.3,0.5,8.0,,,7.836666667,10.0,Alfa,1,Ametista,,6.875,,
RA-514,Fase 1,1A,Aluno-514,2013,10,F,2022,Publica,2023,,,Ametista,7.039,3.0,Avaliador-19,Avaliador-4,Avaliador-3,7.9,7.5,2.52,5.5,4.2,6.8,,,5.896666667,5.0,Fase 2,-1,Quartzo,,5.0,,
RA-1020,Fase 1,1A,Aluno-1020,2014,9,F,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,10.0,9.1,2.52,6.1,4.3,7.8,,,8.056666667,10.0,Fase 1,0,Ametista,,7.1875,,
RA-1021,Fase 1,1A,Aluno-1021,2014,9,M,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,8.0,9.2,3.77,3.3,2.5,4.0,,,7.893333333,10.0,Fase 1,0,Agata,,7.1875,,
RA-1022,Fase 1,1A,Aluno-1022,2014,9,M,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,8.5,8.5,3.77,4.7,4.7,4.7,,,7.893333333,10.0,Fase 1,0,Ametista,,7.1875,,
RA-1023,Fase 1,1A,Aluno-1023,2014,9,F,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,10.0,10.0,6.27,9.1,8.5,9.7,,,9.06,10.0,Fase 1,0,Topazio,,8.75,,
RA-699,Fase 1,1A,Aluno-699,2013,10,M,2022,Publica,2023,,,Agata,6.658,3.0,Avaliador-19,Avaliador-4,Avaliador-3,8.5,8.3,3.77,6.0,5.7,6.2,,,6.173333333,5.0,Fase 2,-1,Agata,,5.78125,,
RA-480,Fase 1,1B,Aluno-480,2012,11,F,2021,Publica,2023,,Ametista,Ametista,7.502,3.0,Avaliador-15,Avaliador-4,Avaliador-3,10.0,9.7,7.52,7.9,7.2,8.5,,,8.336666667,5.0,Fase 2,-1,Topazio,,7.96875,,
RA-678,Fase 1,1B,Aluno-678,2013,10,M,2022,Publica,2023,,,Ametista,8.0,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.0,8.8,6.27,7.3,6.8,7.7,,,8.336666667,5.0,Fase 2,-1,Ametista,,7.65625,,
RA-1024,Fase 1,1B,Aluno-1024,2013,10,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,0.0,10.0,6.27,9.8,10.0,9.5,,,8.95,5.0,Fase 2,-1,Ametista,,9.21875,,
RA-502,Fase 1,1B,Aluno-502,2014,9,F,2021,Bolsista,2023,,Topazio,Topazio,8.287,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.5,9.8,7.52,8.0,6.7,9.3,,,8.95,10.0,Fase 1,0,Topazio,,7.96875,,
RA-1025,Fase 1,1B,Aluno-1025,2013,9,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.5,8.9,7.52,7.5,7.5,7.5,,,7.836666667,10.0,Fase 1,0,Topazio,,7.65625,,
RA-680,Fase 1,1B,Aluno-680,2012,11,F,2019,Publica,2023,Ametista,Ametista,Ametista,7.518,3.0,Avaliador-15,Avaliador-4,Avaliador-3,0.0,9.1,7.52,6.4,5.2,7.5,,,7.78,5.0,Fase 2,-1,Agata,,6.875,,
RA-1026,Fase 1,1B,Aluno-1026,2009,14,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.5,9.8,7.52,3.2,2.3,4.0,,,7.06,2.5,Fase 4,-3,Agata,,6.40625,,
RA-698,Fase 1,1B,Aluno-698,2013,9,M,2021,Publica,2023,,Ametista,Ametista,7.44,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.5,9.9,2.52,5.7,4.3,7.0,,,8.113333333,10.0,Fase 1,0,Ametista,,7.1875,,
RA-533,Fase 1,1B,Aluno-533,2012,11,M,2022,Publica,2023,,,Agata,6.962,3.0,Avaliador-15,Avaliador-4,Avaliador-3,9.0,9.3,7.52,5.8,4.8,6.7,,,7.613333333,5.0,Fase 2,-1,Ametista,,7.5,,
RA-504,Fase 1,1B,Aluno-504,2013,9,F,2021,Publica,2023,,Topazio,Topazio,8.072,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.0,8.3,7.52,7.9,6.5,9.2,,,8.836666667,10.0,Fase 1,0,Topazio,,7.5,,
RA-1027,Fase 1,1B,Aluno-1027,2013,10,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,9.5,9.7,7.52,6.0,4.2,7.7,,,8.333333333,5.0,Fase 2,-1,Ametista,,7.5,,
RA-529,Fase 1,1B,Aluno-529,2010,13,M,2020,Publica,2023,Agata,Ametista,Agata,6.51,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.0,9.6,7.52,6.8,4.8,8.7,,,6.893333333,5.0,Fase 3,-2,Ametista,,5.78125,,
RA-1028,Fase 1,1B,Aluno-1028,2012,11,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,0.0,9.2,7.52,5.0,5.0,5.0,,,7.946666667,5.0,Fase 2,-1,Agata,,7.34375,,
RA-686,Fase 1,1C,Aluno-686,2013,10,F,2022,Publica,2023,,,Ametista,7.729,3.0,Avaliador-19,Avaliador-4,Avaliador-3,8.5,9.0,7.52,8.0,7.3,8.7,,,8.56,5.0,Fase 2,-1,Ametista,,7.5,,
RA-1029,Fase 1,1C,Aluno-1029,2014,9,F,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,10.0,6.3,3.77,5.4,3.5,7.2,,,8.006666667,10.0,Fase 1,0,Ametista,,7.5,,
RA-1030,Fase 1,1C,Aluno-1030,2012,11,M,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,8.5,9.7,3.77,6.9,6.2,7.5,,,8.39,5.0,Fase 2,-1,Ametista,,6.875,,
RA-522,Fase 1,1C,Aluno-522,2013,10,M,2021,Publica,2023,,Topazio,Topazio,8.306,3.0,Avaliador-19,Avaliador-4,Avaliador-3,7.5,9.2,7.52,8.3,8.3,8.2,,,8.45,5.0,Fase 2,-1,Ametista,,7.083333333,,
RA-501,Fase 1,1C,Aluno-501,2013,10,M,2021,Publica,2023,,Topazio,Ametista,7.794,3.0,Avaliador-19,Avaliador-4,Avaliador-3,7.0,8.4,7.52,8.9,9.2,8.5,,,9.396666667,5.0,Fase 2,-1,Topazio,,8.541666667,,
RA-692,Fase 1,1C,Aluno-692,2013,10,F,2021,Privada,2023,,Ametista,Ametista,7.569,3.0,Avaliador-19,Avaliador-4,Avaliador-3,7.4,7.7,7.52,4.6,2.8,6.3,,,7.39,5.0,Fase 2,-1,Agata,,6.666666667,,
RA-527,Fase 1,1C,Aluno-527,2013,10,F,2022,Publica,2023,,,Ametista,8.025,3.0,Avaliador-19,Avaliador-4,Avaliador-3,9.0,9.1,7.52,6.5,5.7,7.2,,,7.78,5.0,Fase 2,-1,Ametista,,7.5,,
RA-1031,Fase 1,1D,Aluno-1031,2013,10,M,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,8.0,8.8,7.52,5.9,4.8,7.0,,,7.006666667,5.0,Fase 2,-1,Ametista,,6.666666667,,
RA-1032,Fase 1,1D,Aluno-1032,2013,10,M,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,8.5,9.5,7.52,6.0,5.7,6.2,,,7.563333333,5.0,Fase 2,-1,Ametista,,7.291666667,,
RA-1033,Fase 1,1D,Aluno-1033,2012,11,F,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,9.0,8.9,7.52,7.9,7.0,8.8,,,9.006666667,5.0,Fase 2,-1,Topazio,,8.125,,
RA-1034,Fase 1,1D,Aluno-1034,2013,10,M,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,7.5,9.0,7.52,8.3,7.8,8.7,,,8.393333333,5.0,Fase 2,-1,Ametista,,8.333333333,,
RA-1035,Fase 1,1D,Aluno-1035,2014,9,M,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-3,0.0,8.3,7.52,5.8,4.0,7.5,,,7.78,10.0,Fase 1,0,Agata,,7.708333333,,
RA-730,Fase 1,1F,Aluno-730,2012,10,F,2021,Privada,2023,,Ametista,Ametista,7.902,3.0,Avaliador-15,Avaliador-5,Avaliador-2,10.0,8.7,5.02,7.8,7.8,7.7,,,8.67,5.0,Fase 2,-1,Ametista,,9.53125,,
RA-855,Fase 1,1F,Aluno-855,2013,9,F,2022,Publica,2023,,,Topazio,8.453,3.0,Avaliador-15,Avaliador-5,Avaliador-2,9.5,10.0,7.52,6.8,5.2,8.3,,,8.67,10.0,Fase 1,0,Topazio,,8.4375,,
RA-820,Fase 1,1F,Aluno-820,2013,10,M,2022,Publica,2023,,,Ametista,7.417,3.0,Avaliador-15,Avaliador-5,Avaliador-2,7.9,7.4,7.52,8.9,9.2,8.5,,,8.28,5.0,Fase 2,-1,Ametista,,9.0625,,
RA-738,Fase 1,1F,Aluno-738,2014,9,F,2022,Publica,2023,,,Ametista,7.227,3.0,Avaliador-15,Avaliador-5,Avaliador-2,8.0,9.3,7.52,6.0,4.2,7.8,,,8.336666667,10.0,Fase 1,0,Topazio,,8.4375,,
RA-1036,Fase 1,1F,Aluno-1036,2012,11,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,0.0,9.6,3.77,8.0,9.0,7.0,,,8.336666667,5.0,Fase 2,-1,Agata,,9.0625,,
RA-1037,Fase 1,1F,Aluno-1037,2012,10,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,9.0,8.4,7.52,6.7,5.0,8.3,,,8.17,5.0,Fase 2,-1,Ametista,,8.59375,,
RA-576,Fase 1,1F,Aluno-576,2012,11,F,2022,Publica,2023,,,Ametista,7.59,3.0,Avaliador-15,Avaliador-5,Avaliador-2,9.0,9.3,5.02,8.0,6.5,9.5,,,8.503333333,5.0,Fase 2,-1,Ametista,,9.21875,,
RA-1038,Fase 1,1F,Aluno-1038,2013,10,F,2023,Privada,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,8.0,9.3,7.52,6.5,7.5,5.5,,,8.17,5.0,Fase 2,-1,Ametista,,8.90625,,
RA-1039,Fase 1,1F,Aluno-1039,2011,12,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,8.0,9.9,7.52,6.2,6.0,6.3,,,8.056666667,5.0,Fase 3,-2,Ametista,,8.125,,
RA-1040,Fase 1,1F,Aluno-1040,2011,11,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,10.0,9.3,7.52,6.6,5.8,7.3,,,8.06,5.0,Fase 2,-1,Ametista,,7.8125,,
RA-1041,Fase 1,1F,Aluno-1041,2013,10,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,10.0,7.2,7.52,3.3,1.8,4.7,,,8.003333333,5.0,Fase 2,-1,Agata,,7.8125,,
RA-733,Fase 1,1G,Aluno-733,2013,9,F,2022,Publica,2023,,,Agata,6.684,3.0,Avaliador-15,Avaliador-4,Avaliador-3,10.0,8.7,7.52,6.2,4.3,8.0,,,8.893333333,10.0,Fase 1,0,Topazio,,8.333333333,,
RA-837,Fase 1,1G,Aluno-837,2014,9,M,2022,Publica,2023,,,Topazio,8.207,3.0,Avaliador-15,Avaliador-4,Avaliador-3,9.0,9.3,7.52,7.0,6.3,7.7,,,7.836666667,10.0,Fase 1,0,Topazio,,7.916666667,,
RA-519,Fase 1,1G,Aluno-519,2013,10,M,2022,Publica,2023,,,Ametista,8.0,3.0,Avaliador-15,Avaliador-4,Avaliador-3,9.0,9.9,7.52,7.4,7.5,7.2,,,8.223333333,5.0,Fase 2,-1,Topazio,,7.708333333,,
RA-521,Fase 1,1G,Aluno-521,2013,10,M,2022,Publica,2023,,,Ametista,7.725,3.0,Avaliador-15,Avaliador-4,Avaliador-3,0.0,9.9,3.77,7.9,7.0,8.7,,,8.166666667,5.0,Fase 2,-1,Agata,,7.083333333,,
RA-1042,Fase 1,1G,Aluno-1042,2013,10,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,0.0,6.5,3.77,4.3,4.0,4.5,,,7.666666667,5.0,Fase 2,-1,Quartzo,,7.708333333,,
RA-713,Fase 1,1G,Aluno-713,2013,10,M,2021,Publica,2023,,Ametista,Ametista,7.42,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.0,9.6,3.77,7.5,6.7,8.2,,,8.166666667,5.0,Fase 2,-1,Ametista,,6.875,,
RA-736,Fase 1,1G,Aluno-736,2012,10,M,2022,Publica,2023,,,Agata,6.707,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.5,9.5,6.27,6.7,4.8,8.5,,,8.11,5.0,Fase 2,-1,Ametista,,7.708333333,,
RA-1043,Fase 1,1G,Aluno-1043,2013,10,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,10.0,7.9,6.27,2.5,2.0,3.0,,,7.833333333,5.0,Fase 2,-1,Agata,,7.708333333,,
RA-716,Fase 1,1G,Aluno-716,2013,10,M,2022,Publica,2023,,,Agata,6.525,3.0,Avaliador-15,Avaliador-4,Avaliador-3,9.0,8.7,3.77,5.6,5.0,6.2,,,7.443333333,5.0,Fase 2,-1,Agata,,6.875,,
RA-1044,Fase 1,1G,Aluno-1044,2013,10,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.0,9.7,7.52,6.1,4.5,7.7,,,8.336666667,5.0,Fase 2,-1,Ametista,,7.5,,
RA-745,Fase 1,1G,Aluno-745,2013,10,M,2021,Bolsista,2023,,Topazio,Ametista,7.382,3.0,Avaliador-15,Avaliador-4,Avaliador-3,9.5,9.3,3.77,7.0,5.7,8.2,,,8.893333333,5.0,Fase 2,-1,Ametista,,8.125,,
RA-717,Fase 1,1G,Aluno-717,2012,11,F,2021,Publica,2023,,Ametista,Agata,6.832,3.0,Avaliador-15,Avaliador-4,Avaliador-3,0.0,8.5,7.52,5.9,5.5,6.3,,,8.446666667,5.0,Fase 2,-1,Agata,,8.125,,
RA-718,Fase 1,1G,Aluno-718,2014,9,F,2022,Publica,2023,,,Topazio,8.093,3.0,Avaliador-15,Avaliador-4,Avaliador-3,9.5,9.1,3.77,7.8,6.3,9.2,,,8.39,10.0,Fase 1,0,Topazio,,7.916666667,,
RA-721,Fase 1,1G,Aluno-721,2014,9,F,2021,Publica,2023,,Topazio,Ametista,7.973,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.5,9.5,7.52,8.4,7.5,9.3,,,8.443333333,10.0,Fase 1,0,Topazio,,8.125,,
RA-746,Fase 1,1G,Aluno-746,2014,9,M,2022,Publica,2023,,,Ametista,7.656,3.0,Avaliador-15,Avaliador-4,Avaliador-3,0.0,8.0,3.77,7.2,6.0,8.3,,,7.113333333,10.0,Fase 1,0,Agata,,6.875,,
RA-1045,Fase 1,1H,Aluno-1045,2012,11,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,9.5,9.4,7.52,7.9,6.8,9.0,,,8.28,5.0,Fase 2,-1,Topazio,,7.708333333,,
RA-483,Fase 1,1H,Aluno-483,2011,12,F,2019,Publica,2023,Ametista,Agata,Quartzo,5.263,3.0,Avaliador-15,Avaliador-4,Avaliador-3,9.0,6.0,2.52,5.6,5.0,6.2,,,8.166666667,5.0,Fase 3,-2,Agata,,7.916666667,,
RA-1046,Fase 1,1H,Aluno-1046,2014,9,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,0.0,8.5,3.77,6.3,6.3,6.3,,,8.223333333,10.0,Fase 1,0,Agata,,8.541666667,,
RA-1047,Fase 1,1H,Aluno-1047,2014,9,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,10.0,8.5,3.77,6.9,5.8,8.0,,,7.893333333,10.0,Fase 1,0,Ametista,,8.125,,
RA-570,Fase 1,1H,Aluno-570,2012,11,F,2019,Publica,2023,Topazio,Agata,Quartzo,5.722,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.5,7.3,3.77,5.9,5.7,6.0,,,8.056666667,5.0,Fase 2,-1,Agata,,8.125,,
RA-1048,Fase 1,1H,Aluno-1048,2013,10,F,2023,Privada,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.5,9.5,3.77,8.2,7.5,8.8,,,8.5,5.0,Fase 2,-1,Ametista,,8.541666667,,
RA-1049,Fase 1,1H,Aluno-1049,2013,10,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,10.0,7.7,7.52,6.3,5.5,7.0,,,7.943333333,5.0,Fase 2,-1,Ametista,,8.125,,
RA-1050,Fase 1,1H,Aluno-1050,2012,11,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,9.0,9.2,6.27,7.2,6.2,8.2,,,8.223333333,5.0,Fase 2,-1,Ametista,,8.125,,
RA-1051,Fase 1,1H,Aluno-1051,2014,9,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.5,8.9,6.27,8.4,7.0,9.8,,,8.613333333,10.0,Fase 1,0,Topazio,,8.75,,
RA-707,Fase 1,1H,Aluno-707,2012,11,F,2020,Publica,2023,Ametista,Agata,Ametista,7.679,3.0,Avaliador-15,Avaliador-4,Avaliador-3,0.0,9.8,3.77,6.5,5.5,7.5,,,7.946666667,5.0,Fase 2,-1,Agata,,7.916666667,,
RA-1052,Fase 1,1H,Aluno-1052,2014,9,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-4,Avaliador-3,0.0,9.0,7.52,5.3,5.0,5.5,,,7.833333333,10.0,Fase 1,0,Agata,,7.916666667,,
RA-580,Fase 1,1H,Aluno-580,2012,11,F,2020,Publica,2023,Topazio,Ametista,Ametista,7.525,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.5,9.8,7.52,9.0,8.7,9.3,,,8.67,5.0,Fase 2,-1,Topazio,,8.75,,
RA-581,Fase 1,1H,Aluno-581,2012,11,M,2019,Publica,2023,Ametista,Ametista,Agata,6.464,3.0,Avaliador-15,Avaliador-4,Avaliador-3,8.0,9.8,7.52,7.9,7.0,8.8,,,7.393333333,5.0,Fase 2,-1,Ametista,,6.458333333,,
RA-735,Fase 1,1J,Aluno-735,2012,11,F,2021,Publica,2023,,Ametista,Ametista,7.485,3.0,Avaliador-19,Avaliador-4,Avaliador-2,0.0,9.0,7.52,8.1,7.7,8.5,,,8.393333333,5.0,Fase 2,-1,Ametista,,8.333333333,,
RA-710,Fase 1,1J,Aluno-710,2012,11,M,2020,Publica,2023,Ametista,Ametista,Ametista,7.285,3.0,Avaliador-19,Avaliador-4,Avaliador-2,9.5,9.0,3.77,6.5,5.7,7.3,,,7.113333333,5.0,Fase 2,-1,Ametista,,7.083333333,,
RA-712,Fase 1,1J,Aluno-712,2011,12,M,2019,Publica,2023,Quartzo,Quartzo,Agata,6.026,3.0,Avaliador-19,Avaliador-4,Avaliador-2,9.5,5.6,3.14,6.7,5.5,7.8,,,6.836666667,5.0,Fase 3,-2,Agata,,7.5,,
RA-549,Fase 1,1J,Aluno-549,2012,11,M,2021,Publica,2023,,Ametista,Agata,6.301,3.0,Avaliador-19,Avaliador-4,Avaliador-2,9.5,8.1,5.02,6.4,5.5,7.2,,,7.5,5.0,Fase 2,-1,Ametista,,6.875,,
RA-679,Fase 1,1J,Aluno-679,2012,11,M,2020,Publica,2023,Ametista,Ametista,Ametista,7.172,3.0,Avaliador-19,Avaliador-4,Avaliador-2,7.5,7.5,5.02,3.6,2.0,5.2,,,7.393333333,5.0,Fase 2,-1,Agata,,6.875,,
RA-571,Fase 1,1J,Aluno-571,2011,12,F,2019,Privada,2023,Ametista,Ametista,Agata,6.589,3.0,Avaliador-19,Avaliador-4,Avaliador-2,9.0,7.9,3.77,5.0,3.8,6.2,,,7.616666667,5.0,Fase 3,-2,Agata,,7.291666667,,
RA-714,Fase 1,1J,Aluno-714,2011,12,M,2019,Publica,2023,Agata,Ametista,Agata,6.953,3.0,Avaliador-19,Avaliador-4,Avaliador-2,0.0,8.0,3.14,7.4,6.7,8.0,,,7.223333333,5.0,Fase 3,-2,Agata,,7.5,,
RA-737,Fase 1,1J,Aluno-737,2013,9,F,2022,Publica,2023,,,Ametista,8.058,3.0,Avaliador-19,Avaliador-4,Avaliador-2,9.5,7.8,7.52,7.5,7.0,8.0,,,7.783333333,10.0,Fase 1,0,Topazio,,7.291666667,,
RA-577,Fase 1,1J,Aluno-577,2012,11,F,2022,Publica,2023,,,Ametista,7.862,3.0,Avaliador-19,Avaliador-4,Avaliador-2,10.0,8.2,3.77,7.4,6.5,8.3,,,7.673333333,5.0,Fase 2,-1,Ametista,,6.875,,
RA-1053,Fase 1,1J,Aluno-1053,2014,9,M,2023,Publica,2023,,,,,3.0,Avaliador-19,Avaliador-4,Avaliador-2,0.0,9.1,6.27,8.6,7.8,9.3,,,8.616666667,10.0,Fase 1,0,Ametista,,8.958333333,,
RA-731,Fase 1,1J,Aluno-731,2012,11,F,2019,Publica,2023,Ametista,Agata,Ametista,7.151,3.0,Avaliador-19,Avaliador-4,Avaliador-2,8.5,7.6,3.14,6.8,6.2,7.3,,,7.45,5.0,Fase 2,-1,Agata,,7.5,,
